source_case_id,modality,generated_zero_fraction,reference_zero_fraction,generated_largest_zero_component_fraction,reference_largest_zero_component_fraction,generated_boundary_gradient,reference_boundary_gradient,boundary_gradient_ratio,generated_laplacian,reference_laplacian,laplacian_ratio,generated_z_gradient,reference_z_gradient,z_gradient_ratio,generated_repeated_adjacent_z_slices,reference_repeated_adjacent_z_slices,generated_extreme_zscore_fraction,support_size_x,support_size_y,support_size_z,artifact_flag_count,artifact_flags
BraTS-MET-00663-000,t1n,0.0,0.08900658915242553,0.0,0.0400121972238058,14.72145782867547,14.994050215266222,0.9818199630735389,0.7191030383110046,0.7805033922195435,0.9213323676480988,0.27440327684302906,0.307284802034661,0.8929933241933553,0,0,0.0,80,119,90,1,large_tiled_support
BraTS-MET-00663-000,t2w,0.0,0.07271931801609503,0.0,0.03464939610484309,10.659413102043933,15.510293463740252,0.6872476737441081,0.43909695744514465,0.8574599027633667,0.5120903683426492,0.18828111657729515,0.38692749905717244,0.4866056742828576,0,0,0.0,80,119,90,1,large_tiled_support
BraTS-MET-00663-000,t2f,0.0,0.08900658915242553,0.0,0.0400121972238058,13.264674500939153,11.633133929447375,1.140249444507967,0.6076058745384216,0.7025110721588135,0.8649057625116874,0.21125388178196583,0.24813644063996745,0.8513617799833108,0,0,0.0,80,119,90,1,large_tiled_support
BraTS-MET-00682-000,t1c,0.0,0.12061896080785958,0.0,0.11228775331163943,11.431974610076276,13.16864113670506,0.868121052992464,0.8043215870857239,1.0535552501678467,0.7634356024115335,0.3284110829054591,0.3733289787568242,0.8796828041558935,0,0,3.733177369478786e-05,91,119,82,1,large_tiled_support
BraTS-MET-00682-000,t1n,0.0,0.12061896080785958,0.0,0.11228775331163943,12.659869211660018,13.791633358202413,0.9179383531197709,0.6573812961578369,0.63426673412323,1.036442967589273,0.25936730098293487,0.2995656369680382,0.8658112579534875,0,0,0.0,91,119,82,1,large_tiled_support
BraTS-MET-00682-000,t2w,0.0,0.10584180038700605,0.0,0.1006775716925604,11.315602509423814,14.045576068537429,0.8056346321580323,0.48829469084739685,0.7453814744949341,0.6550936769367153,0.22348361246916185,0.3579855476876339,0.6242811027225214,0,0,0.0,91,119,82,1,large_tiled_support
BraTS-MET-00682-000,t2f,0.0,0.12061896080785958,0.0,0.11228775331163943,13.035419203563594,12.103075230222036,1.0770336427401066,0.6536303162574768,0.568609356880188,1.1495243761794156,0.20885437893041645,0.24980972159698786,0.8360538476855448,0,0,0.0,91,119,82,1,large_tiled_support
BraTS-MET-00699-000,t1c,0.0,0.18336550836550836,0.0,0.18336550836550836,12.431556761771947,11.129795114862413,1.1169618697806214,0.8461056351661682,1.172098159790039,0.7218726760203542,0.31034109234809876,0.3304197251796722,0.9392329473651874,0,0,0.0,37,35,24,0,
BraTS-MET-00699-000,t1n,0.0,0.18297940797940798,0.0,0.18297940797940798,15.015370710127067,12.17534065842069,1.233260828701508,0.7115539312362671,0.7634333968162537,0.9320445427245657,0.2733486300706863,0.28318909227848055,0.9652512668174473,0,0,0.0,37,35,24,0,
BraTS-MET-00699-000,t2w,0.0,0.15119047619047618,0.0,0.15119047619047618,13.160853559071628,12.75738194900859,1.031626521152672,0.47918012738227844,0.8927230834960938,0.536762335645794,0.21049074590206146,0.3248021173477173,0.6480584166781165,0,0,0.0,37,35,24,0,
