source_case_id,modality,case_seed,support_voxels,tumour_voxels,support_voxel_count,support_mse,support_mae,support_psnr,support_ssim,support_contrast_reference,support_contrast_generated,support_contrast_abs_error,tumour_voxel_count,tumour_mse,tumour_mae,tumour_psnr,tumour_ssim,tumour_contrast_reference,tumour_contrast_generated,tumour_contrast_abs_error
BraTS-MET-01268-002,t1c,942701247,350350,46913,350350,1.7716302515675852,0.9400369191487652,13.079294132724819,0.03395670900229672,-0.00015411904314532876,0.06856861710548401,0.06872273614862934,46913,3.2406616427183184,1.3293230186256149,10.4566881202802,0.6839064424538654,0.3773612716322532,0.3473366013204213,0.03002467031183187
BraTS-MET-01268-002,t1n,1927472896,350350,46913,350350,2.0506581229534584,1.101418284645739,12.444092381028229,0.04617785904171003,-0.0073617142625153065,-0.016413625329732895,0.009051911067217588,46913,1.9107897760690884,1.0695836027448624,12.7508959189925,0.6844299338396023,0.023577112868224503,-0.23827596360933967,0.2618530764775642
BraTS-MET-01268-002,t2w,902570082,350350,46913,350350,1.7123182599548172,1.0028081595048741,13.227180127997507,0.03887959396786728,0.0015767327276989818,0.032017823308706284,0.030441090581007302,46913,1.6604138656750573,1.0035269727964884,13.360861493678266,0.6746603073806313,0.28310589605825953,0.2828387883728283,0.00026710768543125596
BraTS-MET-01268-002,t2f,39308437,350350,46913,350350,1.7687145636408728,0.973422091990792,13.086447489416893,0.07622760866617369,-0.035410962998867035,0.21912692487239838,0.2545378878712654,46913,2.627018162410161,1.245851641812552,11.368394253899554,0.7610046319843874,0.9188151261769235,1.6287164686841606,0.7099013425072371
BraTS-MET-01270-002,t1c,958236830,154266,23627,154266,1.5997607381134082,0.9509599943627942,13.522474667908263,0.9535192993854559,4.431266376059284e-08,0.042784884572029114,0.04278484025936535,23627,1.7315423625359136,0.9554268534923669,13.17869379649043,0.9888598358569017,0.099906033516163,0.011505947273690253,0.08840008624247275
BraTS-MET-01270-002,t1n,326422504,154266,23627,154266,1.9040088805132835,1.0498393994930537,12.766335311154066,0.9554217536656151,-3.560839161309559e-07,-0.058489374816417694,0.05848901873250156,23627,1.5059754151889897,0.9271198049234713,13.784846186336217,0.9890702436407328,0.17081536968180444,-0.2557130415661959,0.42652841124800034
BraTS-MET-01270-002,t2w,738752808,154266,23627,154266,1.3438492075715922,0.8696826673240213,14.279519612114104,0.9545520283878394,1.3689448508102942e-07,-0.04548226669430733,0.04548240358879241,23627,1.7623350543663638,0.9971613870196077,13.1021402096526,0.988678076994364,0.48290932024247013,-0.15656769378256286,0.639477014025033
BraTS-MET-01270-002,t2f,396846666,154266,23627,154266,1.5283650761700693,0.9523596519938824,13.720753954619298,0.9536328168655798,1.503465369978585e-07,0.14200884103775024,0.14200869069121325,23627,1.8565535641057254,1.0494565260725952,12.875950170354557,0.9906239885478789,1.2652799376519397,0.6491779845673591,0.6161019530845806
BraTS-MET-01284-002,t1c,88253706,152928,16769,152928,1.810084108763796,1.0189455647075265,12.986037451669896,0.942975265588513,1.197331158664383e-07,0.09149745851755142,0.09149733878443556,16769,2.337714189370119,1.1309104836414132,11.875110878537772,0.9873353216142438,0.35751065718068276,0.3310846808599308,0.026425976320751943
BraTS-MET-01284-002,t1n,1538340074,152928,16769,152928,1.7406190865808004,0.9921701199312403,13.155987593430886,0.9450447072936197,3.192883113456446e-08,-0.050008486956357956,0.05000851888518909,16769,1.2188149167060776,0.867686381508629,14.703647399856905,0.9884352641245034,0.378577527764719,-0.04703514291031752,0.4256126706750365
BraTS-MET-01284-002,t2w,2017887791,152928,16769,152928,1.5900740144936893,0.9469857482356168,13.54885160510949,0.9450645942691013,-3.0831280639631586e-08,0.16580548882484436,0.165805519656125,16769,1.2133054170737054,0.8405632700892446,14.723323641595858,0.9882005130332463,0.5012003216834273,0.2894165803445503,0.211783741338877
BraTS-MET-01284-002,t2f,438463589,152928,16769,152928,1.4941610020400882,0.9251165328113685,13.819051037362062,0.9450466896585044,1.7560857656917506e-08,0.2323773205280304,0.23237730296717274,16769,1.0153414249693289,0.7768695865314182,15.49690395417793,0.9914377702909303,1.0221357271366287,0.8875028712209314,0.1346328559156973
BraTS-MET-01287-002,t1c,1758775176,90748,12977,90748,1.4306700453042895,0.8476608983786449,14.007630165719203,0.4026772766737999,0.0020857087802141905,-0.07488246262073517,0.07696817140094936,12977,1.3097519964441018,0.8853044175121153,14.391134316553234,0.7726366458381565,-0.4066592669405509,-0.4098414645923185,0.0031821976517676376
BraTS-MET-01287-002,t1n,459836567,90748,12977,90748,1.7519095722531077,1.0568810696162299,13.127908151937987,0.3929121890717394,0.0057555609382689,0.17085930705070496,0.16510374611243606,12977,3.1115933750301745,1.513264687304931,10.633196626163672,0.767108807218368,-0.8007597050745972,0.49786727005266584,1.298626975127263
BraTS-MET-01287-002,t2w,1499850052,90748,12977,90748,1.4942456473731243,0.8954725583283555,13.818805013273785,0.42080417150951244,-0.0033133195247501135,0.20387002825737,0.2071833477821201,12977,2.1708957662272232,1.1524245766065004,12.196635291042464,0.7843516598718518,0.8157260689185932,0.4610469458857551,0.3546791230328381
BraTS-MET-01287-002,t2f,1897110560,90748,12977,90748,1.7794211738870738,1.019370346562475,13.060237466989136,0.38856153826119255,-0.00026584762963466346,0.0067966291680932045,0.007062476797727868,12977,2.3788504328371523,1.2009351551137721,11.799353635788963,0.7976187009338883,0.9236604020697996,-0.045132098985050106,0.9687925010548497
BraTS-MET-01351-002,t1c,513995149,527329,41943,527329,1.6728666520336428,0.9371344838256724,13.328411770159267,0.9389109650335615,0.010568322613835335,0.023320553824305534,0.0127522312104702,41943,2.9231045312461506,1.2078376531873802,10.90458154608733,0.9886493605314952,0.49130705086281523,0.2820150805150661,0.20929197034774916
BraTS-MET-01351-002,t1n,2134836742,527329,41943,527329,1.7457018251153078,0.9971522455913335,13.14332434803064,0.9430848271000358,-0.02509060874581337,0.04583035036921501,0.07092095911502838,41943,1.1447669231651614,0.817830904195654,14.975854283160384,0.9901693911731162,0.24965712582343258,0.04996778744680341,0.19968933837662917
BraTS-MET-01351-002,t2w,906046274,527329,41943,527329,1.571853094614723,0.9423980888454278,13.598905463281971,0.9409008982296937,0.0005973402294330299,0.06656035035848618,0.06596301012905315,41943,1.2159295467527806,0.8540781167520665,14.713940889415246,0.9897727233978031,0.46156935834733304,0.1722627067938447,0.28930665155348834
BraTS-MET-01351-002,t2f,526511282,527329,41943,527329,1.6116977488498314,0.9652617293261939,13.490189014585383,0.9412580804475048,-0.0045426408760249615,0.18982842564582825,0.1943710665218532,41943,0.97251065438688,0.7541910783793202,15.684081328095589,0.9917808994480751,0.9638220186461695,0.7125814231694676,0.25124059547670186
