mse_seg,mse_seg_q0,mse_seg_q1,mse_seg_q2,mse_seg_q3,mse_wav,mse_wav_q0,mse_wav_q1,mse_wav_q2,mse_wav_q3,samples,step
0.0,0.0,0.0,0.0,0.0,0.21645268879830826,0.20962372,0.21289034,0.21551687,0.2297403,1010,100
