subject,modality,delta_whole_SSIM,delta_tumor_SSIM,delta_tumor_MSE
BraTS-MET-01187-003,t1n,-0.015439510345458984,-0.015439510345458984,6.956857396289706e-05
BraTS-MET-01187-003,t1c,-0.010465919971466064,-0.010465919971466064,-6.256008055061102e-05
BraTS-MET-01187-003,t2w,-0.011851489543914795,-0.011851489543914795,0.000140373595058918
BraTS-MET-01187-003,t2f,-0.020893633365631104,-0.020893633365631104,0.0002104013110511005
BraTS-MET-01191-001,t1n,-0.0204659104347229,-0.0013271570205688477,7.568500586785376e-05
BraTS-MET-01191-001,t1c,-0.00045287609100341797,0.05016130208969116,-0.0013631293550133705
BraTS-MET-01191-001,t2w,-0.012853443622589111,0.001969575881958008,-0.0003245400439482182
BraTS-MET-01191-001,t2f,-0.011422932147979736,0.006741464138031006,-0.00021472052321769297
BraTS-MET-01191-002,t1n,-0.01887214183807373,0.0007287263870239258,-2.4956054403446615e-05
BraTS-MET-01191-002,t1c,-0.005646944046020508,0.04445183277130127,-0.0012318312656134367
BraTS-MET-01191-002,t2w,-0.01369023323059082,0.0019744038581848145,-0.00036890042247250676
BraTS-MET-01191-002,t2f,-0.010785937309265137,0.010088205337524414,-0.00010155868949368596
BraTS-MET-01191-003,t1n,-0.01859956979751587,-0.0010612010955810547,-0.00013574215699918568
BraTS-MET-01191-003,t1c,-0.002256333827972412,0.03560495376586914,-0.0018518734723329544
BraTS-MET-01191-003,t2w,-0.012788832187652588,0.0017802715301513672,-0.00046549076796509326
BraTS-MET-01191-003,t2f,-0.011210083961486816,0.00936192274093628,-0.00012105642235837877
BraTS-MET-01191-004,t1n,-0.014026045799255371,0.0012854933738708496,-0.00011197567800991237
BraTS-MET-01191-004,t1c,-0.0010384917259216309,0.0386161208152771,-0.0011352370493113995
BraTS-MET-01191-004,t2w,-0.013127386569976807,0.00048786401748657227,-0.00041134198545478284
BraTS-MET-01191-004,t2f,-0.011462986469268799,0.006432712078094482,-6.914239202160388e-05
BraTS-MET-01217-000,t1n,-0.013620734214782715,-0.0110970139503479,-0.00010749351349659264
BraTS-MET-01217-000,t1c,-0.006506204605102539,0.005470633506774902,-0.0008346822578459978
BraTS-MET-01217-000,t2w,-0.014253973960876465,-0.014330148696899414,-0.0003335949731990695
BraTS-MET-01217-000,t2f,-0.015529334545135498,-0.012038946151733398,-0.00017999537521973252
BraTS-MET-01217-002,t1n,-0.01894921064376831,-0.01894921064376831,0.00021673517767339945
BraTS-MET-01217-002,t1c,-0.020303964614868164,-0.020303964614868164,6.984302308410406e-05
BraTS-MET-01217-002,t2w,-0.010302364826202393,-0.010302364826202393,3.967236261814833e-05
BraTS-MET-01217-002,t2f,-0.01463085412979126,-0.01463085412979126,7.483467925339937e-05
BraTS-MET-01217-003,t1n,-0.0077034831047058105,-0.0077034831047058105,4.039169289171696e-05
BraTS-MET-01217-003,t1c,-0.00731205940246582,-0.00731205940246582,-1.5556812286376953e-05
BraTS-MET-01217-003,t2w,-0.01362466812133789,-0.01362466812133789,7.440580520778894e-05
BraTS-MET-01217-003,t2f,-0.015639662742614746,-0.015639662742614746,0.00017115776427090168
BraTS-MET-01250-001,t1n,-0.00012445449829101562,0.01628434658050537,4.5208551455289125e-05
BraTS-MET-01250-001,t1c,0.009685933589935303,0.050343871116638184,-0.0006531774997711182
BraTS-MET-01250-001,t2w,-0.0048182010650634766,0.023749887943267822,-0.00039066129829734564
BraTS-MET-01250-001,t2f,-0.0008836984634399414,0.02425980567932129,0.0007957983762025833
BraTS-MET-01250-003,t1n,-0.0006480216979980469,-0.0006480216979980469,0.0002615842968225479
BraTS-MET-01250-003,t1c,0.00011181831359863281,0.00011181831359863281,-7.756147533655167e-05
BraTS-MET-01250-003,t2w,-0.005099296569824219,-0.005099296569824219,5.142763257026672e-06
BraTS-MET-01250-003,t2f,-0.0016586780548095703,-0.0016586780548095703,0.00010638800449669361
BraTS-MET-01268-002,t1n,-0.00041878223419189453,0.0024003982543945312,4.762390744872391e-05
BraTS-MET-01268-002,t1c,-0.010125219821929932,-0.003161013126373291,-0.0003556018928065896
BraTS-MET-01268-002,t2w,-0.005217552185058594,0.004937231540679932,-0.00017185171600431204
BraTS-MET-01268-002,t2f,0.00046759843826293945,0.007989227771759033,-2.04980606213212e-05
BraTS-MET-01270-001,t1n,-0.019990146160125732,-0.010142743587493896,-0.00010848701640497893
BraTS-MET-01270-001,t1c,-0.003648042678833008,0.007955372333526611,-0.000504015595652163
BraTS-MET-01270-001,t2w,-0.014039218425750732,-0.008159816265106201,-0.00021047767950221896
BraTS-MET-01270-001,t2f,-0.020309627056121826,-0.009688079357147217,-6.826166645623744e-05
BraTS-MET-01270-002,t1n,-0.023888826370239258,-0.011068522930145264,-0.00011002100654877722
BraTS-MET-01270-002,t1c,-0.018625319004058838,-0.007978081703186035,-0.0005889246240258217
BraTS-MET-01270-002,t2w,-0.009975790977478027,-0.002001464366912842,-0.00024405348813161254
BraTS-MET-01270-002,t2f,-0.026369690895080566,-0.009226322174072266,-0.0002251319820061326
BraTS-MET-01270-003,t1n,-0.011952877044677734,-0.0034807324409484863,-0.00018712092423811555
BraTS-MET-01270-003,t1c,-0.01222902536392212,0.002182304859161377,-0.0005203522741794586
BraTS-MET-01270-003,t2w,-0.009208619594573975,-0.005267620086669922,-0.00018024625023826957
BraTS-MET-01270-003,t2f,-0.010447144508361816,-0.0023531317710876465,-0.00011592116788960993
BraTS-MET-01276-001,t1n,-0.002367734909057617,-0.004798531532287598,-0.0010260249255225062
BraTS-MET-01276-001,t1c,0.006190299987792969,0.004732966423034668,-0.005131011828780174
BraTS-MET-01276-001,t2w,-0.0018538236618041992,-0.02311617136001587,-0.0003351739142090082
BraTS-MET-01276-001,t2f,0.001551985740661621,-0.008580505847930908,-0.0009620031341910362
BraTS-MET-01284-000,t1n,0.0019426941871643066,0.005806326866149902,-0.0003083866904489696
BraTS-MET-01284-000,t1c,-0.004336357116699219,0.0021675825119018555,-0.00255304342135787
BraTS-MET-01284-000,t2w,-0.008888602256774902,-0.010032236576080322,-0.0005646745557896793
BraTS-MET-01284-000,t2f,-0.002018749713897705,0.0017781257629394531,-0.00034674786729738116
BraTS-MET-01284-002,t1n,-0.004028916358947754,0.0056563615798950195,2.060027327388525e-05
BraTS-MET-01284-002,t1c,-0.004340529441833496,0.009707868099212646,-0.0013406695798039436
BraTS-MET-01284-002,t2w,-0.0085335373878479,-0.0010648369789123535,-0.0010768139036372304
BraTS-MET-01284-002,t2f,-0.006335079669952393,0.004565834999084473,-0.0006042931927368045
BraTS-MET-01287-001,t1n,-0.0031809210777282715,0.0406651496887207,-9.748298907652497e-05
BraTS-MET-01287-001,t1c,0.004382133483886719,0.03330719470977783,0.000864085741341114
BraTS-MET-01287-001,t2w,-0.004913032054901123,0.024717390537261963,-0.001046045043040067
BraTS-MET-01287-001,t2f,-0.007451415061950684,0.02852773666381836,7.988617289811373e-05
BraTS-MET-01287-002,t1n,0.0017412900924682617,0.04599893093109131,-0.0016793555114418268
BraTS-MET-01287-002,t1c,0.010310828685760498,0.10339552164077759,-0.005028878804296255
BraTS-MET-01287-002,t2w,-0.005179882049560547,0.025915443897247314,-0.0014710810501128435
BraTS-MET-01287-002,t2f,0.003578782081604004,0.043721914291381836,-0.0008926860755309463
BraTS-MET-01301-000,t1n,0.007472574710845947,0.11814969778060913,-0.009143623057752848
BraTS-MET-01301-000,t1c,0.015621662139892578,0.14097344875335693,-0.005307130515575409
BraTS-MET-01301-000,t2w,0.000491023063659668,0.07640695571899414,-0.006830863771028817
BraTS-MET-01301-000,t2f,-0.001863718032836914,0.03649407625198364,-0.00045484467409551144
BraTS-MET-01301-001,t1n,0.018815338611602783,0.2595072388648987,-0.027828562073409557
BraTS-MET-01301-001,t1c,0.019067347049713135,0.12903600931167603,-0.013218726962804794
BraTS-MET-01301-001,t2w,0.0024164915084838867,0.1446382999420166,-0.014546609250828624
BraTS-MET-01301-001,t2f,-0.0020601749420166016,0.07826220989227295,-0.0019544610986486077
BraTS-MET-01301-002,t1n,-0.0011751651763916016,-0.0011751651763916016,-5.79215120524168e-05
BraTS-MET-01301-002,t1c,0.021456897258758545,0.021456897258758545,-0.001050472492352128
BraTS-MET-01301-002,t2w,0.0005493760108947754,0.0005493760108947754,-0.0004210243932902813
BraTS-MET-01301-002,t2f,-0.000947117805480957,-0.000947117805480957,-0.00019837147556245327
BraTS-MET-01310-001,t1n,-0.005270123481750488,0.007930636405944824,-0.00039596419082954526
BraTS-MET-01310-001,t1c,-0.018868088722229004,0.004714250564575195,-0.0006709538865834475
BraTS-MET-01310-001,t2w,-0.007576048374176025,0.01078575849533081,4.5748078264296055e-05
BraTS-MET-01310-001,t2f,-0.014950394630432129,0.015669524669647217,-2.7743284590542316e-05
BraTS-MET-01310-002,t1n,-0.012469708919525146,0.0078086256980896,-2.570941433077678e-05
BraTS-MET-01310-002,t1c,-0.012067556381225586,0.011192500591278076,-0.00048339134082198143
BraTS-MET-01310-002,t2w,-0.012815415859222412,-0.0027824044227600098,-0.00016755645629018545
BraTS-MET-01310-002,t2f,-0.01339179277420044,0.005413532257080078,-9.854527888819575e-06
BraTS-MET-01314-002,t1n,-0.013011574745178223,-0.013011574745178223,0.00018308497965335846
BraTS-MET-01314-002,t1c,-0.021963119506835938,-0.021963119506835938,-4.310975782573223e-06
BraTS-MET-01314-002,t2w,-0.009312868118286133,-0.009312868118286133,-1.6096164472401142e-05
BraTS-MET-01314-002,t2f,-0.015343666076660156,-0.015343666076660156,0.00014422659296542406
BraTS-MET-01314-003,t1n,-0.012848854064941406,-0.012848854064941406,0.0001310559455305338
BraTS-MET-01314-003,t1c,-0.029973387718200684,-0.029973387718200684,0.0002926727756857872
BraTS-MET-01314-003,t2w,-0.01011669635772705,-0.01011669635772705,-4.169472958892584e-05
BraTS-MET-01314-003,t2f,-0.012589335441589355,-0.012589335441589355,7.000286132097244e-06
BraTS-MET-01331-002,t1n,-0.01760190725326538,-0.01760190725326538,8.29145428724587e-05
BraTS-MET-01331-002,t1c,-0.01122504472732544,-0.01122504472732544,-3.043870674446225e-05
BraTS-MET-01331-002,t2w,-0.010552644729614258,-0.010552644729614258,9.9336844868958e-05
BraTS-MET-01331-002,t2f,-0.01911526918411255,-0.01911526918411255,6.679812213405967e-05
BraTS-MET-01351-000,t1n,-0.005050003528594971,-0.003786802291870117,-4.9898415454663336e-05
BraTS-MET-01351-000,t1c,-0.0011039376258850098,0.007975935935974121,-0.00013510562712326646
BraTS-MET-01351-000,t2w,-0.007598996162414551,-0.006239056587219238,0.000373903545551002
BraTS-MET-01351-000,t2f,-0.0029090046882629395,-0.005679190158843994,1.4527518942486495e-05
BraTS-MET-01351-002,t1n,-0.00496065616607666,-0.004097998142242432,-3.385884338058531e-05
BraTS-MET-01351-002,t1c,-0.004562854766845703,-0.0032138824462890625,-6.515980930998921e-05
BraTS-MET-01351-002,t2w,-0.011707305908203125,-0.011056065559387207,4.1478779166936874e-07
BraTS-MET-01351-002,t2f,-0.007672369480133057,-0.005651712417602539,-1.8474907847121358e-05
BraTS-MET-01351-003,t1n,-0.007320404052734375,-0.005713403224945068,2.949101326521486e-05
BraTS-MET-01351-003,t1c,-0.00043201446533203125,0.0020081400871276855,0.0003723413683474064
BraTS-MET-01351-003,t2w,-0.012626111507415771,-0.01191490888595581,-9.025557665154338e-05
BraTS-MET-01351-003,t2f,-0.012287020683288574,-0.00891721248626709,0.0003795844386331737
