subject,modality,delta_whole_SSIM,delta_tumor_SSIM,delta_tumor_MSE
BraTS-MET-01096-001,t2f,-0.0009057521820068359,0.06302207708358765,-0.0012829374754801393
BraTS-MET-01096-002,t1n,-0.001992940902709961,0.05295431613922119,-7.809503586031497e-05
BraTS-MET-01096-002,t1c,0.015233218669891357,0.3177758455276489,-0.0281429635360837
BraTS-MET-01096-002,t2w,-0.0008496642112731934,0.09430104494094849,-0.008539053553249687
BraTS-MET-01096-002,t2f,-0.0018714666366577148,0.04173636436462402,-0.0010989414295181632
BraTS-MET-01105-001,t1n,-0.011923730373382568,-0.0007586479187011719,3.630453284131363e-05
BraTS-MET-01105-001,t1c,-0.007346391677856445,-0.0011593103408813477,-9.287631837651134e-05
BraTS-MET-01105-001,t2w,-0.00840139389038086,-0.0017721056938171387,7.787102367728949e-05
BraTS-MET-01105-001,t2f,-0.009060084819793701,-0.00405728816986084,-4.073746094945818e-05
BraTS-MET-01105-002,t1n,8.422136306762695e-05,0.008179008960723877,6.106254295445979e-05
BraTS-MET-01105-002,t1c,-0.006667733192443848,-0.0024648308753967285,-0.00010217935778200626
BraTS-MET-01105-002,t2w,-0.007449686527252197,0.0006000399589538574,0.00012702425010502338
BraTS-MET-01105-002,t2f,-0.00723874568939209,-0.004309654235839844,4.275083483662456e-05
BraTS-MET-01109-001,t1n,-0.011762082576751709,-0.0003260374069213867,3.36463563144207e-06
BraTS-MET-01109-001,t1c,-0.006088078022003174,0.006960272789001465,-0.001987213734537363
BraTS-MET-01109-001,t2w,-0.016150295734405518,-0.010882258415222168,-0.0003926219651475549
BraTS-MET-01109-001,t2f,-0.014789998531341553,-0.0033731460571289062,-0.0001017994072753936
BraTS-MET-01109-002,t1n,-0.010486781597137451,-0.0025863051414489746,-4.9641530495136976e-05
BraTS-MET-01109-002,t1c,-0.010197818279266357,-0.0009276866912841797,-0.0016216719523072243
BraTS-MET-01109-002,t2w,-0.01592254638671875,-0.01246708631515503,-0.00041699898429214954
BraTS-MET-01109-002,t2f,-0.013811111450195312,-0.004906415939331055,-2.374776522628963e-05
BraTS-MET-01109-003,t1n,-0.0022292137145996094,0.03683269023895264,-3.56868258677423e-05
