subject,modality,whole_SSIM,whole_MSE,tumor_SSIM,tumor_MSE,healthy_SSIM,healthy_MSE,KL
BraTS-MET-01191-004,t1n,0.5490001440048218,0.001111164572648704,0.91242915391922,0.0002611300442367792,0.5723758935928345,0.00037755855009891093,0.5277990698814392
BraTS-MET-01191-004,t1c,0.42805618047714233,0.0026265601627528667,0.6804346442222595,0.0033537980634719133,0.44592708349227905,0.004033216740936041,0.5484882593154907
BraTS-MET-01191-004,t2w,0.546414852142334,0.001474746037274599,0.906294584274292,0.0007063518278300762,0.5701126456260681,0.0008747862302698195,0.5977843999862671
BraTS-MET-01191-004,t2f,0.5420381426811218,0.001430352102033794,0.8932532072067261,0.0002738089533522725,0.5650071501731873,0.0005448245792649686,0.5825662612915039
BraTS-MET-01217-000,t1n,0.6095456480979919,0.0009259482612833381,0.8127344250679016,0.0003287902509327978,0.6449782252311707,0.0002903002896346152,0.5751692056655884
BraTS-MET-01217-000,t1c,0.45085132122039795,0.002229618141427636,0.5965787172317505,0.004727431572973728,0.4760769009590149,0.0031837858259677887,0.578373372554779
BraTS-MET-01217-000,t2w,0.5946478843688965,0.0013345994520932436,0.7874464392662048,0.0010945858666673303,0.6293280720710754,0.0008324632071889937,0.6542664766311646
BraTS-MET-01217-000,t2f,0.5775680541992188,0.0012259167851880193,0.7838908433914185,0.0004551627207547426,0.6116611361503601,0.0004077975172549486,0.6077921986579895
BraTS-MET-01217-002,t1n,0.5542559623718262,0.001011071726679802,0.5542559623718262,0.001011071726679802,0.5827460289001465,0.00034307377063669264,0.5228176116943359
BraTS-MET-01217-002,t1c,0.5790050029754639,0.001655078842304647,0.5790050029754639,0.001655078842304647,0.6089809536933899,0.0018676535692065954,0.5578734874725342
BraTS-MET-01217-002,t2w,0.553367555141449,0.0016510331770405173,0.553367555141449,0.0016510331770405173,0.582526445388794,0.0010406803339719772,0.6388034820556641
BraTS-MET-01217-002,t2f,0.5933992266654968,0.0011519879335537553,0.5933992266654968,0.0011519879335537553,0.6240152716636658,0.00040932890260592103,0.6342372894287109
BraTS-MET-01217-003,t1n,0.5963459610939026,0.0011165267787873745,0.5963459610939026,0.0011165267787873745,0.6273275017738342,0.0003486345231067389,0.6068941354751587
BraTS-MET-01217-003,t1c,0.5219143033027649,0.0020224894396960735,0.5219143033027649,0.0020224894396960735,0.5483195781707764,0.002735959133133292,0.6073262691497803
BraTS-MET-01217-003,t2w,0.5678021311759949,0.0014480688842013478,0.5678021311759949,0.0014480688842013478,0.5975832343101501,0.0008062824490480125,0.6397219300270081
BraTS-MET-01217-003,t2f,0.5913633108139038,0.001117706997320056,0.5913633108139038,0.001117706997320056,0.6219682097434998,0.00042777953785844147,0.6308841109275818
BraTS-MET-01250-001,t1n,0.26766014099121094,0.0017370160203427076,0.9328950047492981,0.00025205875863321126,0.5900056958198547,0.0009295393247157335,0.29202935099601746
BraTS-MET-01250-001,t1c,0.17192012071609497,0.004596498794853687,0.40662455558776855,0.011064224876463413,0.350350022315979,0.01574157178401947,0.29230162501335144
BraTS-MET-01250-001,t2w,0.26485633850097656,0.0019116962794214487,0.9011760950088501,0.0008576204418204725,0.583101749420166,0.0018481432925909758,0.2924971580505371
BraTS-MET-01250-001,t2f,0.2551462650299072,0.0018374102655798197,0.8212727904319763,0.008752593770623207,0.5559187531471252,0.0017922109691426158,0.2996614873409271
BraTS-MET-01250-003,t1n,0.2684985399246216,0.001687024487182498,0.2684985399246216,0.001687024487182498,0.5885221362113953,0.0007339776493608952,0.2717897593975067
BraTS-MET-01250-003,t1c,0.16084212064743042,0.0042381552048027515,0.16084212064743042,0.0042381552048027515,0.3232309818267822,0.013877428136765957,0.28128930926322937
BraTS-MET-01250-003,t2w,0.2671787738800049,0.0019220781978219748,0.2671787738800049,0.0019220781978219748,0.5852599143981934,0.001994094578549266,0.29249775409698486
BraTS-MET-01250-003,t2f,0.2603374719619751,0.0017875030171126127,0.2603374719619751,0.0017875030171126127,0.5637375712394714,0.001735889120027423,0.3015614151954651
BraTS-MET-01268-002,t1n,0.8788934350013733,0.0003551514237187803,0.9480912089347839,0.00015350955072790384,0.8788934350013733,0.0002521488058846444,0.8192793726921082
BraTS-MET-01268-002,t1c,0.8734290599822998,0.0004897656035609543,0.9561133980751038,0.0008683951455168426,0.8734290599822998,0.00037581261130981147,0.8863971829414368
BraTS-MET-01268-002,t2w,0.8579834699630737,0.0008412304450757802,0.9282986521720886,0.0007321754237636924,0.8579834699630737,0.0008037715451791883,0.9218779802322388
BraTS-MET-01268-002,t2f,0.8672626614570618,0.0003978525346610695,0.9412903785705566,0.00028990264399908483,0.8672626614570618,0.00020501668041106313,0.8694995045661926
BraTS-MET-01270-001,t1n,0.6809107065200806,0.00072485237615183,0.8914996981620789,0.00025528043624944985,0.6809107065200806,0.0004031681455671787,0.629731297492981
BraTS-MET-01270-001,t1c,0.5682027339935303,0.0017713286215439439,0.7652238607406616,0.0019168562721461058,0.5682027339935303,0.002141371602192521,0.6797974109649658
