1	4.372483
2	0.550218
3	0.279037
4	0.206836
5	0.183151
6	0.169141
7	0.160476
8	0.154701
9	0.149237
10	0.144786
11	0.143146
12	0.136924
13	0.136709
14	0.133933
15	0.130951
16	0.129286
17	0.127490
18	0.125666
19	0.120478
20	0.119656
21	0.117006
22	0.117658
23	0.115412
24	0.115474
25	0.109625
26	0.111660
27	0.109146
28	0.107521
29	0.106072
30	0.104499
31	0.102345
32	0.102529
33	0.103452
34	0.099250
35	0.099547
36	0.098418
37	0.097707
38	0.097774
39	0.094975
40	0.097117
41	0.096124
42	0.094359
43	0.093905
44	0.094673
45	0.091967
46	0.093478
47	0.092185
48	0.090962
49	0.091384
50	0.090874
51	0.091735
52	0.089101
53	0.089949
54	0.089059
55	0.089435
56	0.089281
57	0.088687
58	0.087951
59	0.089929
60	0.088130
61	0.087639
62	0.085854
63	0.087283
64	0.086213
65	0.088094
66	0.086812
67	0.087110
68	0.084484
69	0.083673
70	0.084401
71	0.085222
72	0.085378
73	0.084425
74	0.083421
75	0.083745
76	0.083955
77	0.082877
78	0.084569
79	0.083999
80	0.082733
81	0.084034
82	0.083905
83	0.083356
84	0.082279
85	0.080296
86	0.084416
87	0.083530
88	0.082301
89	0.080242
90	0.082548
91	0.082082
92	0.082739
93	0.080675
94	0.079802
95	0.082335
96	0.080813
97	0.079874
98	0.081733
99	0.081769
100	0.081301
101	0.080240
102	0.079438
103	0.080862
104	0.080143
105	0.079363
106	0.079039
107	0.079325
108	0.078644
109	0.079873
110	0.079954
111	0.079015
112	0.079288
113	0.079270
114	0.079107
115	0.079077
116	0.078409
117	0.079128
118	0.077491
119	0.079190
120	0.080342
121	0.080128
122	0.078067
123	0.077404
124	0.080214
125	0.078475
126	0.077386
127	0.078715
128	0.077851
129	0.078668
130	0.078399
131	0.077317
132	0.077949
133	0.077191
134	0.076822
135	0.077648
136	0.075794
137	0.078074
138	0.079772
139	0.075540
140	0.076043
141	0.076052
142	0.076421
143	0.075625
144	0.076454
145	0.076150
146	0.076692
147	0.076203
148	0.077318
149	0.076150
150	0.076016
151	0.076647
152	0.077400
153	0.077002
154	0.075649
155	0.077034
156	0.076183
157	0.074029
158	0.076252
159	0.075377
160	0.076097
161	0.075927
162	0.075479
163	0.074590
164	0.077593
165	0.074454
166	0.075822
167	0.074075
168	0.072317
169	0.074432
170	0.075377
171	0.074428
172	0.074010
173	0.073517
174	0.074431
175	0.073988
176	0.074309
177	0.075504
178	0.073944
179	0.074739
180	0.074632
181	0.074264
182	0.076026
