1	4.677672
2	0.565043
3	0.286701
4	0.213065
5	0.181419
6	0.173297
7	0.162062
8	0.157159
9	0.151596
10	0.149471
11	0.146365
12	0.142039
13	0.141789
14	0.135932
15	0.133097
16	0.131152
17	0.130634
18	0.126628
19	0.123842
20	0.120717
21	0.118300
22	0.117650
23	0.118526
24	0.116970
25	0.114972
26	0.113559
27	0.111053
28	0.110066
29	0.108517
30	0.106131
31	0.106270
32	0.104463
33	0.104000
34	0.102662
35	0.101660
36	0.100283
37	0.098241
38	0.097418
39	0.100530
40	0.098117
41	0.095818
42	0.095043
43	0.093815
44	0.094497
45	0.093891
46	0.094379
47	0.093212
48	0.094947
49	0.093273
50	0.092910
51	0.091833
52	0.092613
53	0.091344
54	0.091155
55	0.089759
56	0.088328
57	0.089733
58	0.090182
59	0.090077
60	0.089046
61	0.089185
62	0.088148
63	0.088463
64	0.087680
65	0.088345
66	0.087536
67	0.086299
68	0.085663
69	0.086518
70	0.085475
71	0.084810
72	0.086684
73	0.086114
74	0.085423
75	0.085252
76	0.084535
77	0.084408
78	0.083532
79	0.084925
80	0.084809
81	0.083198
82	0.084461
83	0.083932
84	0.083466
85	0.082399
86	0.084433
87	0.082859
88	0.082730
89	0.083199
90	0.083417
91	0.083732
92	0.082918
93	0.081431
94	0.081374
95	0.082268
96	0.080699
97	0.079831
98	0.080814
99	0.082413
100	0.081072
101	0.080696
102	0.079631
103	0.081014
104	0.079664
105	0.080623
106	0.080796
107	0.078995
108	0.078640
109	0.078775
110	0.079673
111	0.080705
112	0.077742
113	0.077501
114	0.080060
115	0.080419
116	0.078115
117	0.079868
118	0.077443
119	0.079154
120	0.077402
121	0.078933
122	0.078972
123	0.078211
124	0.077555
125	0.076041
126	0.076973
127	0.077561
128	0.077342
129	0.078650
130	0.076862
131	0.077688
132	0.077121
133	0.077210
134	0.077475
135	0.076956
136	0.077135
137	0.077381
138	0.077931
139	0.076488
140	0.077015
141	0.078206
142	0.077117
143	0.075653
144	0.076812
145	0.076633
146	0.076289
147	0.075615
148	0.075479
149	0.076473
150	0.075667
151	0.076867
152	0.076546
153	0.075627
154	0.074734
155	0.073976
156	0.073515
157	0.075074
158	0.077260
159	0.076046
160	0.075493
161	0.074189
162	0.074601
163	0.075147
164	0.076709
165	0.075098
166	0.076900
167	0.075461
168	0.073991
169	0.074915
170	0.074883
171	0.075250
172	0.073138
173	0.074545
174	0.074973
175	0.072686
176	0.074955
177	0.074635
178	0.075447
179	0.074658
180	0.074084
181	0.073911
182	0.074805
